docid,entityid,type
1273,Radex,Topic
1273,Daniel Reichenpfader,Author
1273,Jonas Knupp,Author
1273,AndrÈ Sander,Author
1273,Kerstin Denecke,Author
1274,Dynamic Treatment Regimes,Topic
1274,Precision Medicine,Topic
1274,Optimal Regime,Topic
1274,Scalar Outcome,Topic
1274,Multiple Outcomes,Topic
1274,Utility Functions,Topic
1274,Inverse Reinforcement Learning,Topic
1274,Hiv/Sti Prevention,Topic
1274,Kyle Duke,Author
1274,Eric B. Laber,Author
1274,Marie Davidian,Author
1274,Michael Newcomb,Author
1274,Brian Mustanski,Author
1275,Outcome Reporting Bias,Topic
1275,Meta-Analytic Findings,Topic
1275,Alessandra Gaia Saracini,Author
1275,Leonhard Held,Author
1275,Orb-Adjustment Techniques,Topic
1275,Clinical Trials,Topic
1275,Heterogeneity,Topic
1275,Treatment Effect Estimation,Topic
1275,Simulation Study,Topic
1276,Dengue Virus,Topic
1276,Dengvaxia,Paper
1277,Comorbid Anxiety Disorders,Topic
1277,Major Depressive Disorder (Mdd),Topic
1277,Machine Learning Techniques,Topic
1277,Gad-7 Questionnaire,Topic
1277,Smartphone-Based Interventions,Topic
1277,Morgan B. Talbot,Author
1277,Jessica M. Lipschitz,Author
1277,Omar Costilla-Reyes,Author
1277,Clinical Trial,Topic
1277,Treatment Response Prediction,Topic
1277,Smartphone-Delivered Psychotherapy,Topic
1278,Large Language Models,Topic
1278,Medical Applications,Topic
1278,Equityguard,Topic
1278,Yuelyu Ji,Author
1278,Wenhe Ma,Author
1278,Sonish Sivarajkumar,Author
1278,Hang Zhang,Author
1278,Eugene Mathew Sadhu,Author
1278,Zhuochun Li,Author
1278,Xizhi Wu,Author
1278,Shyam Visweswaran,Author
1278,Yanshan Wang,Author
1279,Area Under The Curve (Auc),Topic
1279,Mean Cumulative Function (Mcf),Topic
1279,Lin-Wei-Yang-Ying (Lwyy) Model,Topic
1279,Covariate Adjustment Approach,Topic
1279,Jiren Sun,Author
1279,Tuo Wang,Author
1279,Yanyao Yi,Author
1279,Ting Ye,Author
1279,Jun Shao,Author
1279,Yu Du,Author
1280,Dynamic Treatment Regime,Topic
1280,Bayesian Model,Topic
1280,Jiefeng Bi,Author
1280,Matteo Borrotti,Author
1280,Bernardo Nipoti,Author
1280,Severe Acute Arterial Hypertension,Topic
1280,Uncertainty Quantification,Topic
1280,Multi-Stage Variable Selection,Topic
1280,Clinical Trial Data,Topic
1280,Dimensionality Reduction,Topic
1280,Prognostic Factors,Topic
1280,Optimal Decision Sequences,Topic
1280,Simulation Studies,Topic
1281,Geometric-Based Nail Segmentation For Clinical Measurements,Paper
1281,Toenail Segmentation Method,Topic
1281,Hough Transform,Topic
1281,Watershed Transform,Topic
1281,348-Image Medical Dataset,Topic
1282,Sars-Cov-2 Spike Glycoprotein,Topic
1282,Hiv Drugs,Topic
1282,Covid-19 Disease,Topic
1282,Vini In Silico Model,Topic
1282,Fda-Approved Antiviral Drugs,Topic
1282,Cobicistat_Abacavir_Rilpivirine,Topic
1282,Karolj Skala,Author
1282,Attila Marcel Szasz,Author
1282,Melinda Rezeli,Author
1282,Jozsef Petrik,Author
1282,Branka Medved Rogina,Author
1283,Technology Based Intervention Methodologies,Topic
1283,Autism Spectrum Disorder,Topic
1283,Computer Aided Systems,Topic
1283,Computer Vision Assisted Technologies,Topic
1283,Virtual Reality,Topic
1283,Artificial Intelligence,Topic
1283,Muhammad Shoaib Jaliawala,Author
1283,Rizwan Ahmed Khan,Author
1284,Rapid-Eye-Movement Sleep Behaviour Disorder,Topic
1284,Parkinson'S Disease,Topic
1284,Automated Sleep Staging,Topic
1284,Rbd Detection,Topic
1284,Random Forest Classifier,Topic
1284,Polysomnography,Topic
1284,Electroencephalogram,Topic
1284,Electrooculogram,Topic
1284,Electromyogram,Topic
1284,Cohen'S Kappa Score,Topic
1284,Wearable Take-Home Technology,Topic
1284,Navin Cooray,Author
1284,Fernando Andreotti,Author
1284,Christine Lo,Author
1284,Mkael Symmonds,Author
1284,Michele T. M. Hu,Author
1284,Maarten De Vos,Author
1285,Diffusion Magnetic Resonance Imaging,Topic
1285,Double Diffusion Encoding,Topic
1285,Rafael N. Henriques,Author
1285,Marco Palombo,Author
1285,Sune N. Jespersen,Author
1285,Noam Shemesh,Author
1285,Henrik Lundell,Author
1286,Brain Tissue Segmentation From Multimodal Mri,Topic
1286,Deep Neural Networks (Dnns),Topic
1286,Joint Tissue And Lesion Segmentation Model,Topic
1286,Reuben Dorent,Author
1286,Wenqi Li,Author
1286,Jinendra Ekanayake,Author
1286,Sebastien Ourselin,Author
1286,Tom Vercauteren,Author
1287,Functional Magnetic Resonance Imaging (Fmri),Topic
1287,Fbnetgen,Paper
1287,Adolescent Brain Cognitive Development (Abcd),Topic
1287,Pnc,Topic
1287,Xuan Kan,Author
1287,Hejie Cui,Author
1287,Joshua Lukemire,Author
1287,Ying Guo,Author
1287,Carl Yang,Author
1288,Epilepsy,Topic
1288,Machine Learning,Topic
1288,Seeg,Topic
1288,Brainnet,Paper
1288,Junru Chen,Author
1288,Yang Yang,Author
1288,Tao Yu,Author
1288,Yingying Fan,Author
1288,Xiaolong Mo,Author
1288,Carl Yang,Author
1289,Hierarchical Event Descriptor Library Schema For Eeg Data Annotation,Paper
1290,Hiv Rna Copies,Topic
1290,Viral Load,Topic
1290,Arv Therapies,Topic
1290,Hiv Pathogenesis,Topic
1290,Long-Term Treatment,Topic
1290,Drug Resistance,Topic
1290,Adherence,Topic
1290,Differential Equation Models,Topic
1290,Bayesian Nonlinear Mixed-Effects Modeling,Topic
1290,Yangxin Huang,Author
1290,Tao Lu,Author
1291,Sepsis,Topic
1291,Innate Immune Response Agent-Based Model (Iirabm),Topic
1291,"Adaptive, Personalized Multi-Cytokine Mediation Therapy",Topic
1291,Brenden K. Petersen,Author
1291,Jiachen Yang,Author
1291,Will S. Grathwohl,Author
1291,Chase Cockrell,Author
1291,Claudio Santiago,Author
1291,Gary An,Author
1291,Daniel M. Faissol,Author
1292,Longitudinal Assessment Of Brain Atrophy,Topic
1292,Alzheimer'S Disease,Topic
1292,Deepatrophy,Paper
1292,Regional Deep Atrophy,Paper
1292,Mengjin Dong,Author
1292,Long Xie,Author
1292,Sandhitsu R. Das,Author
1292,Jiancong Wang,Author
1292,Laura E. M. Wisse,Author
1292,Robin Deflores,Author
1292,David A. Wolk,Author
1292,Paul A. Yushkevich,Author
1293,Two-Part Joint Models For A Longitudinal Semicontinuous Biomarker And A Terminal Event,Topic
1293,Frequentist Estimation,Topic
1293,Bayesian Estimation,Topic
1293,Integrated Nested Laplace Approximation,Topic
1293,Frailtypack,Topic
1293,Gercor,Topic
1293,Prime,Topic
1293,Denis Rustand,Author
1293,Janet Van Niekerk,Author
1293,HÂvard Rue,Author
1293,Christophe Tournigand,Author
1293,Virginie Rondeau,Author
1293,Laurent Briollais,Author
1294,Pressure Ulcers,Topic
1294,Uk,Topic
1294,National Health Service,Topic
1294,Mersey Care Nhs Foundation Trust,Author
1294,Paul Fergus,Author
1294,Carl Chalmers,Author
1294,William Henderson,Author
1294,Danny Roberts,Author
1294,Atif Waraich,Author
1294,Clinical Trial,Topic
1294,Convolutional Neural Network,Topic
1294,Deep Learning,Topic
1294,Pressure Ulcer Categorisation,Topic
1294,Mean Average Precision,Topic
1294,Recall,Topic
1294,F1-Score,Topic
1295,False Approval Rate,Topic
1295,Error Rate Familywise,Topic
1295,Error Rate Per Family,Topic
1295,Regulatory Agency,Topic
1295,Platform Trials,Topic
1295,Xinping Cui,Author
1295,Emily Ouyang,Author
1295,Yi Liu,Author
1295,Jingjing Schneider,Author
1295,Hong Tian,Author
1295,Bushi Wang,Author
1295,Jason C. Hsu,Author
1296,Non-Small Cell Lung Cancer (Nsclc),Topic
1296,Benjamin K. Schneider,Author
1296,Sebastien Benzekry,Author
1296,Jonathan P. Mochel,Author
1296,Mathematical Modeling,Topic
1296,Bevacizumab,Topic
1296,Pemetrexed-Cisplatin,Topic
1296,Clinical Trials,Topic
1296,Therapeutics,Topic
1296,Tumor Data,Topic
1296,Tumor Reduction,Topic
1296,Sequential Administration,Topic
1296,Concomitant Administration,Topic
1296,Treatment Outcomes,Topic
1296,Acquired Resistance,Topic
1296,Vascular Remodeling,Topic
1296,Clinical Parameters,Topic
1297,Recent Technological Advances In Brain Recording And Artificial Intelligence,Topic
1297,Naturalistic Neuroscience,Topic
1297,"Automated Approach For Analyzing Simultaneously Recorded Long-Term, Naturalistic Electrocorticography (Ecog) And Naturalistic Behavior Video Data",Topic
1297,Computer Vision,Topic
1297,Discrete Latent-Variable Modeling,Topic
1297,String Pattern-Matching,Topic
1297,Naturalistic Human Upper-Limb Movement Events,Topic
1297,Brain-Computer Interfacing Applications,Topic
1297,Curated Dataset,Topic
1297,Satpreet H. Singh,Author
1297,Steven M. Peterson,Author
1297,Rajesh P. N. Rao,Author
1297,Bingni W. Brunton,Author
1298,Randomized Controlled Trials,Topic
1298,Paediatric Multiple Sclerosis,Topic
1298,Creutzfeldt-Jakob Disease,Topic
1298,Steffen Unkel,Author
1298,Christian Rˆver,Author
1298,Nigel Stallard,Author
1298,Norbert Benda,Author
1298,Martin Posch,Author
1298,Sarah Zohar,Author
1298,Tim Friede,Author
1299,Vietnarms,Topic
1299,Hepatitis C,Topic
1299,L. Mccabe,Author
1299,I. R. White,Author
1299,N. V. Vinh Chau,Author
1299,E. Barnes,Author
1299,S. L. Pett,Author
1299,G. S. Cooke,Author
1299,A. S. Walker,Author
1300,Sample Size Determination For Cluster Randomised Trials,Topic
1300,Intra-Cluster Correlation Coefficient,Topic
1300,Minimal Clinically Important Difference,Topic
1300,Standard Deviation,Topic
1300,Coefficient Of Variation Of The Cluster Size,Topic
1300,Bayesian Assurance,Topic
1300,Frequentist Analysis,Topic
1300,Post-Stroke Incontinence,Topic
1300,S. Faye Williamson,Author
1300,Svetlana V. Tishkovskaya,Author
1300,Kevin J. Wilson,Author
1301,Cluster-Randomized Trials,Topic
1301,Mary Ryan Baumann,Author
1301,Monica Taljaard,Author
1301,Patrick J. Heagerty,Author
1301,Michael O. Harhay,Author
1301,Guangyu Tong,Author
1301,Rui Wang,Author
1301,Fan Li,Author
1301,Sample Size Methodology,Topic
1301,Power Calculations,Topic
1301,Treatment Effect Heterogeneity,Topic
1301,Online R Shiny Calculator,Topic
1301,Intracluster Correlation Coefficients,Topic
1301,Real Crt Examples,Topic
1302,Monitoring Fetal Electroencephalogram Intrapartum: A Systematic Literature Review,Paper
1302,Fetal Electroencephalogram,Topic
1303,Clinical Cohort Studies,Topic
1303,Ccs Explorer,Paper
1303,Pubmed,Topic
1303,Biobert,Topic
1303,Pubmedbert,Topic
1304,Rehabilitation Research,Topic
1304,Redwine,Paper
1304,Electronic Health Records,Topic
1304,Observational Health Data Sciences And Informatics,Topic
1304,Open Health Natural Language Processing,Topic
1304,David Oniani,Author
1304,Bambang Parmanto,Author
1304,Andi Saptono,Author
1304,Allyn Bove,Author
1304,Janet Freburger,Author
1304,Shyam Visweswaran Nickie Cappella,Author
1304,Brian Mclay,Author
1304,Jonathan C. Silverstein,Author
1304,Michael J. Becich,Author
1304,Anthony Delitto,Author
1304,Elizabeth Skidmore,Author
1304,Yanshan Wang,Author
1305,Clinical Practice Guidelines,Topic
1305,Research Studies,Topic
1305,Study Cohorts,Topic
1305,Study Cohort Ontology,Topic
1305,Semanticscience Integrated Ontology,Topic
1305,Table 1,Topic
1305,Shruthi Chari,Author
1305,Miao Qi,Author
1305,Nkcheniyere N. Agu,Author
1305,Oshani Seneviratne,Author
1305,James P. Mccusker,Author
1305,Kristin P. Bennett,Author
1305,Amar K. Das,Author
1305,Deborah L. Mcguinness,Author
1306,Cvit-Covid Dataset,Topic
1306,University Of Waterloo,Author
1306,Mosmed,Topic
1306,Fakrul Islam Tushar,Author
1306,Ehsan Abadi,Author
1306,Saman Sotoudeh-Paima,Author
1306,Rafael B. Fricks,Author
1306,Maciej A. Mazurowski,Author
1306,W. Paul Segars,Author
1306,Ehsan Samei,Author
1306,Joseph Y. Lo,Author
1307,Human Brain Connectivity,Topic
1307,Single Pulse Electrical Stimulation,Topic
1307,Intracranial Eeg Measurements,Topic
1307,Cortico-Cortical Evoked Potentials (Ccep),Topic
1307,Common Average Referencing (Car),Topic
1307,Car By Least Anticorrelation (Carla),Topic
1307,Simulated Ccep Data,Topic
1307,Real Ccep Data,Topic
1307,Four Human Participants,Topic
1307,Mean Cross-Trial Covariance,Topic
1307,Shared Noise,Topic
1307,Signal Quality,Topic
1307,Mean R-Squared,Topic
1307,Inter-Channel Dependency,Topic
1307,Specificity,Topic
1307,Sensitivity,Topic
1307,Harvey Huang,Author
1307,Gabriela Ojeda Valencia,Author
1307,Nicholas M. Gregg,Author
1307,Gamaleldin M. Osman,Author
1307,Morgan N. Montoya,Author
1307,Gregory A. Worrell,Author
1307,Kai J. Miller,Author
1307,Dora Hermes,Author
1308,Quantitative Susceptibility Mapping,Topic
1308,Fahad Salman,Author
1308,Abhisri Ramesh,Author
1308,Thomas Jochmann,Author
1308,Mirjam Prayer,Author
1308,Ademola Adegbemigun,Author
1308,Jack A. Reeves,Author
1308,Gregory E. Wilding,Author
1308,Junghun Cho,Author
1308,Dejan Jakimovski,Author
1308,Niels Bergsland,Author
1308,Michael G. Dwyer,Author
1308,Robert Zivadinov,Author
1308,Ferdinand Schweser,Author
1309,Personalized Medical Treatments Using Novel Reinforcement Learning Algorithms,Paper
1309,Yousuf M. Soliman,Author
1309,Computer Science,Topic
1309,Medicine,Topic
1309,Personalized Treatment Policies,Topic
1309,Q-Learning Algorithm,Topic
1309,Censored Q-Learning Algorithm,Topic
1309,Chronic Depression Data,Topic
1309,Hypothetical Clinical Trial,Topic
1309,Algorithmic Framework,Topic
1309,Multistage Decision Problem,Topic
1309,Expected Survival Times,Topic
1309,Optimal Treatment Path,Topic
1310,Nancy Flournoy,Author
1310,"Long Beach, California",Topic
1310,Polytechnic School,Topic
1310,Ucla,Topic
1310,Southwest Laboratory For Education Research And Development,Topic
1310,Fred Hutchinson Cancer Research Center,Topic
1310,University Of Washington,Topic
1310,National Science Foundation,Topic
1310,Department Of Mathematics And Statistics At American University,Topic
1310,University Of Missouri,Topic
1311,Malignant Melanoma,Topic
1311,Dermoscopy,Topic
1311,Image Processing,Topic
1311,Machine Learning,Topic
1311,Nabin K. Mishra,Author
1311,M. Emre Celebi,Author
1311,Computerized Detection Of Melanoma,Paper
1312,Warfarin Dosing,Topic
1312,Machine Learning Algorithms,Topic
1312,Iwpc Algorithm,Topic
1312,Stack 1,Topic
1312,Stack 2,Topic
1312,Cyp2C9,Topic
1312,Vkorc1,Topic
1312,Zhiyuan Ma,Author
1312,Ping Wang,Author
1312,Zehui Gao,Author
1312,Ruobing Wang,Author
1312,Koroush Khalighi,Author
1313,Pre-Symptomatic Alzheimer'S Disease,Topic
1313,Alzheimer'S Disease Neuroimaging Initiative,Topic
1313,Dan Li,Author
1313,Samuel Iddi,Author
1313,Paul S. Aisen,Author
1313,Wesley K. Thompson,Author
1313,Michael C. Donohue,Author
1314,Artificial Intelligence For Pediatric Ophthalmology,Paper
1314,Pediatric Ophthalmology,Topic
1315,Oligonucleotide-Based Agents,Topic
1315,Bioconjugated Oligonucleotides,Topic
1315,Antisense Dna (Aso),Topic
1315,Rna Interference (Rnai),Topic
1315,Galnac,Topic
1315,Cell Penetrating Peptides,Topic
1315,Aptamers,Topic
1315,Antibodies,Topic
1315,Cholesterol,Topic
1315,Squalene,Topic
1315,Fatty Acids,Topic
1315,Nucleolipids,Topic
1315,Bioconjugation Chemistry,Topic
1315,SÈbastien Benizri,Author
1315,Arnaud Gissot,Author
1315,Andrew Martin,Author
1315,Brune Vialet,Author
1315,Mark Grinstaff,Author
1315,Philippe BarthÈlÈmy,Author
1316,Vts Glove,Topic
1316,Chronic Stroke Survivors,Topic
1316,Caitlyn E. Seim,Author
1316,Steven L. Wolf,Author
1316,Thad E. Starner,Author
1316,Feasibility Study,Topic
1316,Vibrotactile Stimulation,Topic
1316,Semmes-Weinstein Monofilament Exam,Topic
1316,Modified Ashworth Measures,Topic
1316,Voluntary Finger Flexion,Topic
1316,Elbow And Shoulder Range Of Motion,Topic
1317,Causal Structure Discovery From Ehr Data,Paper
1317,Xinpeng Shen,Author
1317,Sisi Ma,Author
1317,Prashanthi Vemuri,Author
1317,M. Regina Castro,Author
1317,Pedro J. Caraballo,Author
1317,Gyorgy J. Simon,Author
1317,Type-2 Diabetes Mellitus,Topic
1318,Causal Prediction Models,Topic
1318,Lijing Lin,Author
1318,Matthew Sperrin,Author
1318,David A. Jenkins,Author
1318,Glen P. Martin,Author
1318,Niels Peek,Author
1318,Prediction Models,Topic
1318,Causal Inference,Topic
1318,Observational Data,Topic
1318,Clinical Trials,Topic
1318,Meta-Analyses,Topic
1319,Drug Discovery,Topic
1319,Lead Optimization,Topic
1319,Machine Learning,Topic
1319,Molecular Modeling,Topic
1319,Physics-Based Molecular Dynamics Simulation,Topic
1319,Temporal Dynamism Representation,Topic
1319,Unsupervised Convolutional Variational Autoencoder,Topic
1319,Conventional Clustering Method,Topic
1319,Cvae-Based Clustering Method,Topic
1319,Leili Zhang,Author
1319,Giacomo Domeniconi,Author
1319,Chih-Chieh Yang,Author
1319,Seung-Gu Kang,Author
1319,Ruhong Zhou,Author
1319,Guojing Cong,Author
1320,Trecap,Topic
1320,R. P. Bremm,Author
1320,A. Werle,Author
1320,C. Auer,Author
1320,F. Hertel,Author
1320,J. GonÁalves,Author
1320,K. P. Koch,Author
1320,Parkinson'S Disease,Topic
1320,Wearable Sensors,Topic
1320,Machine Learning,Topic
1320,Support Vector Machine Algorithms,Topic
1320,Clinical Trials,Topic
1321,Multiple Sclerosis,Topic
1321,Neuroimaging Data,Topic
1321,Magnetic Resonance Imaging,Topic
1321,Clinical Laboratory Tests,Topic
1321,Subhrajit Roy,Author
1321,Diana Mincu,Author
1321,Lev Proleev,Author
1321,Negar Rostamzadeh,Author
1321,Chintan Ghate,Author
1321,Natalie Harris,Author
1321,Christina Chen,Author
1321,Jessica Schrouff,Author
1321,Nenad Tomasev,Author
1321,Fletcher Lee Hartsell,Author
1321,Katherine Heller,Author
1321,Performance Outcome Measures,Topic
1321,Demographic Data,Topic
1321,Machine Learning Models,Topic
1321,Disease Progression,Topic
1321,Feature Ablation Studies,Topic
1321,End-To-End Reusable Pre-Processing And Machine Learning Framework,Topic
1322,Chronic Cancer Pain Dataset,Topic
1322,Catherine Ordun,Author
1322,Alexandra N. Cha,Author
1322,Edward Raff,Author
1322,Byron Gaskin,Author
1322,Alex Hanson,Author
1322,Mason Rule,Author
1322,Sanjay Purushotham,Author
1322,James L. Gulley,Author
1323,A Decision-Theoretic Model For Using Scientific Data,Paper
1323,Artificial Intelligence Systems,Topic
1323,Scientific Methodology,Topic
1323,Decision Analysis,Topic
1323,Medical Research,Topic
1323,Influence Diagram,Topic
1323,Clinical Research Practices,Topic
1323,Clinical Epidemiological Advisory Systems,Topic
1323,Statistical Workstations,Topic
1323,Meta-Analytic Reviews,Topic
1323,Case-Control Studies,Topic
1323,Cohort Studies,Topic
1323,Controlled Clinical Trials,Topic
1324,Neutropenia,Topic
